x;y 
79,198035;-59,514297
77,364244;-59,617325
75,527002;-59,714856
73,68716;-59,8069
71,845567;-59,893469
70,003074;-59,974574
68,160531;-60,050226
66,318788;-60,120437
64,478694;-60,185217
62,641101;-60,244578
60,806857;-60,298531
58,976813;-60,347087
57,151818;-60,390257
55,332724;-60,428053
53,52038;-60,460485
51,715635;-60,487565
49,919341;-60,509304
48,132346;-60,525712
46,355501;-60,536802
44,589657;-60,542585
42,835662;-60,543071
41,094368;-60,538271
39,366623;-60,528198
37,653279;-60,512862
35,955184;-60,492273
34,27319;-60,466445
32,608146;-60,435386
30,960902;-60,39911
29,332308;-60,357626
27,723214;-60,310946
26,134471;-60,259082
24,566928;-60,202044
23,021435;-60,139844
21,498842;-60,072492
20;-60
17,556247;-59,867803
15,180144;-59,721502
12,87101;-59,561238
10,628159;-59,387155
8,450909;-59,199394
6,338577;-58,998099
4,290478;-58,783412
2,305931;-58,555475
0,384251;-58,31443
-1,475245;-58,060421
-3,27324;-57,793589
-5,010418;-57,514077
-6,687461;-57,222028
-8,305054;-56,917584
-9,86388;-56,600887
-11,364621;-56,272081
-12,807962;-55,931306
-14,194585;-55,578707
-15,525174;-55,214425
-16,800413;-54,838603
-18,020984;-54,451383
-19,187571;-54,052908
-20,300858;-53,643321
-21,361527;-53,222763
-22,370262;-52,791377
-23,327746;-52,349306
-24,234664;-51,896692
-25,091697;-51,433678
-25,89953;-50,960406
-26,658845;-50,477018
-27,370326;-49,983658
-28,034657;-49,480467
-28,652521;-48,967588
-29,224601;-48,445163
-29,75158;-47,913336
-30,234142;-47,372247
-30,67297;-46,822041
-31,068747;-46,262859
-31,422157;-45,694844
-31,733884;-45,118138
-32,00461;-44,532883
-32,235018;-43,939223
-32,425793;-43,3373
-32,577618;-42,727256
-32,691175;-42,109233
-32,767148;-41,483375
-32,806221;-40,849823
-32,809077;-40,20872
-32,776399;-39,560209
-32,708871;-38,904431
-32,607175;-38,24153
-32,471996;-37,571648
-32,304016;-36,894928
-32,10392;-36,211511
-31,872389;-35,521541
-31,610109;-34,825159
-31,317761;-34,122509
-30,996029;-33,413732
-30,645597;-32,698972
-30,267148;-31,97837
-29,861366;-31,25207
-29,428933;-30,520213
-28,970533;-29,782942
-28,486849;-29,0404
-27,978565;-28,292729
-27,446364;-27,540072
-26,89093;-26,78257
-26,312945;-26,020367
-25,713093;-25,253605
-25,092058;-24,482426
-24,450522;-23,706973
-23,78917;-22,927388
-23,108684;-22,143815
-22,409747;-21,356394
-21,693044;-20,565269
-20,959257;-19,770583
-20,209071;-18,972477
-19,443167;-18,171095
-18,662229;-17,366578
-17,866942;-16,559069
-17,057987;-15,74871
-16,23605;-14,935645
-15,401812;-14,120016
-14,555957;-13,301964
-13,699168;-12,481633
-12,83213;-11,659164
-11,955525;-10,834701
-11,070036;-10,008386
-10,176347;-9,180362
-9,275142;-8,35077
-8,367103;-7,519753
-7,452914;-6,687454
-6,533258;-5,854016
-5,608819;-5,01958
-4,68028;-4,184289
-3,748324;-3,348286
-2,813635;-2,511713
-1,876895;-1,674713
-0,938789;-0,837428
