x;y 
35,685397;61,510057
36,118252;61,536821
36,550109;61,561488
36,980878;61,584177
37,410469;61,605005
37,838792;61,624091
38,265759;61,641555
38,69128;61,657516
39,115264;61,672091
39,537624;61,6854
39,958268;61,697561
40,377109;61,708694
40,794056;61,718916
41,209019;61,728348
41,62191;61,737106
42,032639;61,745311
42,441116;61,753081
42,847252;61,760535
43,250958;61,767791
43,652143;61,774968
44,050718;61,782185
44,446595;61,789561
44,839683;61,797215
45,229893;61,805264
45,617135;61,813829
46,00132;61,823027
46,382359;61,832978
46,760162;61,8438
47,134639;61,855612
47,505701;61,868533
47,873259;61,882682
48,237223;61,898176
48,597503;61,915136
48,95401;61,93368
49,306655;61,953926
49,655348;61,975993
50;62
50,170802;62,01276
50,34068;62,026
50,509741;62,039684
50,678095;62,053779
50,845848;62,068248
51,013109;62,083057
51,179988;62,098171
51,34659;62,113556
51,513026;62,129175
51,679403;62,144995
51,845829;62,16098
52,012412;62,177095
52,179262;62,193305
52,346485;62,209576
52,51419;62,225873
52,682486;62,242159
52,85148;62,258402
53,02128;62,274565
53,191996;62,290614
53,363735;62,306513
53,536605;62,322228
53,710714;62,337724
53,886171;62,352966
54,063085;62,367919
54,241562;62,382548
54,421711;62,396818
54,603642;62,410694
54,78746;62,424141
54,973276;62,437124
55,161197;62,449609
55,351331;62,46156
55,543787;62,472942
55,738672;62,483721
55,936095;62,493861
56,136165;62,503328
56,338989;62,512086
56,544675;62,520101
56,753332;62,527338
56,965068;62,533762
57,179991;62,539337
57,398209;62,544029
57,619831;62,547803
57,844965;62,550624
58,073719;62,552457
58,3062;62,553267
58,542518;62,553019
58,782781;62,551679
59,027096;62,54921
59,275573;62,545579
59,528318;62,540751
59,785441;62,534689
60,047049;62,52736
60,313251;62,518729
60,584156;62,50876
60,85987;62,497419
61,140502;62,48467
61,426161;62,47048
61,716955;62,454812
62,012992;62,437631
62,31438;62,418904
62,621227;62,398595
62,933642;62,376668
63,251733;62,35309
63,575608;62,327825
63,905374;62,300838
64,241141;62,272094
64,583017;62,241558
64,93111;62,209196
65,285527;62,174972
65,646378;62,138852
66,01377;62,1008
66,387811;62,060781
66,768611;62,018762
67,156276;61,974705
67,550915;61,928578
67,952637;61,880344
68,36155;61,829969
68,777761;61,777418
69,201379;61,722656
69,632513;61,665648
70,071269;61,606358
70,517758;61,544753
70,972086;61,480797
71,434362;61,414456
71,904695;61,345693
72,383191;61,274475
72,869961;61,200766
73,365111;61,124531
73,86875;61,045736
74,380986;60,964346
74,901928;60,880325
75,431683;60,793638
75,970361;60,704252
76,518068;60,61213
77,074913;60,517237
77,641005;60,41954
78,216451;60,319003
78,80136;60,21559
79,395841;60,109267
80;60
80,613889;59,887764
81,237326;59,772585
81,870073;59,654497
82,51189;59,533537
83,162538;59,40974
83,821778;59,283143
84,489372;59,153781
85,16508;59,021689
85,848662;58,886905
86,539881;58,749464
87,238497;58,609401
87,94427;58,466752
88,656963;58,321554
89,376335;58,173842
90,102148;58,023652
90,834163;57,87102
91,572141;57,715981
92,315842;57,558572
93,065028;57,398828
93,81946;57,236786
94,578898;57,07248
95,343104;56,905948
96,111838;56,737224
96,884861;56,566345
97,661935;56,393346
98,44282;56,218264
99,227278;56,041133
100,015068;55,861991
100,805953;55,680873
101,599693;55,497814
102,396049;55,312851
103,194783;55,126019
103,995654;54,937354
104,798424;54,746893
105,602854;54,55467
106,408705;54,360722
107,215738;54,165085
108,023714;53,967794
108,832393;53,768886
109,641538;53,568396
110,450907;53,36636
111,260264;53,162813
112,069368;52,957793
112,877981;52,751334
113,685863;52,543472
114,492775;52,334244
115,298479;52,123684
116,102736;51,91183
116,905305;51,698717
117,705949;51,48438
118,504429;51,268855
119,300504;51,052179
120,093937;50,834387
120,884487;50,615516
121,671917;50,3956
122,455987;50,174676
123,236458;49,952779
124,01309;49,729946
124,785646;49,506212
125,553885;49,281613
126,31757;49,056185
127,07646;48,829964
127,830316;48,602986
128,578901;48,375286
129,321974;48,146901
130,059296;47,917866
130,79063;47,688217
131,515734;47,457989
132,234371;47,22722
132,946302;46,995944
133,651287;46,764198
134,349087;46,532017
135,039463;46,299437
135,722177;46,066494
136,396989;45,833224
137,06366;45,599662
137,721952;45,365845
138,371624;45,131809
139,012438;44,897588
139,644155;44,66322
140,266537;44,42874
140,879343;44,194184
141,482335;43,959587
142,075273;43,724985
142,65792;43,490415
143,230035;43,255912
143,79138;43,021513
144,341716;42,787252
144,880803;42,553165
145,408403;42,31929
145,924276;42,08566
146,428183;41,852313
146,919887;41,619284
147,399146;41,386609
147,865723;41,154324
148,319378;40,922465
148,759872;40,691067
149,186967;40,460166
149,600422;40,229798
150;40
150,757038;39,5422
151,458532;39,086782
152,105403;38,633709
152,698576;38,182944
153,238973;37,73445
153,727517;37,288189
154,165131;36,844126
154,552738;36,402221
154,891261;35,962438
155,181623;35,524741
155,424747;35,089091
155,621555;34,655451
155,772972;34,223785
155,879919;33,794055
155,94332;33,366224
155,964097;32,940255
155,943174;32,51611
155,881474;32,093753
155,779919;31,673146
155,639433;31,254252
155,460939;30,837034
155,245359;30,421455
154,993616;30,007477
154,706633;29,595064
154,385334;29,184177
154,030642;28,774781
153,643478;28,366837
153,224767;27,960309
152,775431;27,555159
152,296393;27,151351
151,788576;26,748846
151,252903;26,347609
150,690297;25,947601
150,101681;25,548785
149,487978;25,151125
148,850111;24,754583
148,189003;24,359122
147,505577;23,964704
146,800756;23,571294
146,075462;23,178852
145,330619;22,787343
144,567149;22,396728
143,785977;22,006972
142,988023;21,618036
142,174213;21,229884
141,345468;20,842477
140,502711;20,45578
139,646866;20,069755
138,778855;19,684365
137,899602;19,299572
137,010029;18,915339
136,111059;18,53163
135,203615;18,148406
134,288621;17,765632
133,366999;17,383268
132,439671;17,00128
131,507562;16,619628
130,571594;16,238277
129,632691;15,857189
128,691774;15,476326
127,749766;15,095651
126,807592;14,715128
125,866174;14,33472
124,926434;13,954388
123,989297;13,574096
123,055684;13,193806
122,126518;12,813482
121,202724;12,433086
120,285223;12,052581
119,374938;11,67193
118,472793;11,291095
117,579711;10,91004
116,696614;10,528728
115,824425;10,14712
114,964068;9,76518
114,116465;9,382872
113,28254;9,000156
112,463215;8,616997
111,659413;8,233357
110,872057;7,8492
110,10207;7,464487
109,350376;7,079181
108,617896;6,693246
107,905555;6,306645
107,214274;5,919339
106,544978;5,531293
105,898588;5,142468
105,276028;4,752827
104,678222;4,362334
104,10609;3,970951
103,560558;3,578641
103,042548;3,185367
102,552982;2,791091
102,092783;2,395777
101,662876;1,999387
101,264182;1,601885
100,897624;1,203232
100,564126;0,803391
100,26461;0,402326
100;0
99,77096;-0,403612
99,577121;-0,808483
99,417858;-1,214571
99,292542;-1,621835
99,200548;-2,030236
99,141249;-2,439731
99,114017;-2,850281
99,118227;-3,261844
99,153251;-3,674381
99,218463;-4,087849
99,313236;-4,502209
99,436943;-4,91742
99,588957;-5,33344
99,768652;-5,75023
99,975402;-6,167748
100,208578;-6,585953
100,467555;-7,004806
100,751706;-7,424265
101,060403;-7,844289
101,393022;-8,264837
101,748933;-8,68587
102,127512;-9,107346
102,52813;-9,529224
102,950162;-9,951464
103,39298;-10,374025
103,855958;-10,796866
104,33847;-11,219946
104,839887;-11,643225
105,359585;-12,066662
105,896935;-12,490217
106,451311;-12,913847
107,022087;-13,337514
107,608635;-13,761175
108,210329;-14,18479
108,826543;-14,608319
109,456649;-15,031721
110,10002;-15,454954
110,756031;-15,877979
111,424054;-16,300754
112,103462;-16,723239
112,793629;-17,145393
113,493927;-17,567175
114,203732;-17,988544
114,922414;-18,409461
115,649349;-18,829883
116,383908;-19,24977
117,125466;-19,669082
117,873395;-20,087778
118,627069;-20,505816
119,385861;-20,923157
120,149144;-21,339759
120,916292;-21,755582
121,686678;-22,170585
122,459675;-22,584727
123,234656;-22,997968
124,010995;-23,410266
124,788064;-23,821582
125,565238;-24,231873
126,341889;-24,6411
127,117391;-25,049222
127,891117;-25,456198
128,66244;-25,861987
129,430733;-26,266549
130,19537;-26,669842
130,955724;-27,071826
131,711168;-27,472461
132,461075;-27,871705
133,20482;-28,269518
133,941774;-28,665859
134,671311;-29,060687
135,392805;-29,453962
136,105629;-29,845642
136,809156;-30,235687
137,502759;-30,624057
138,185811;-31,01071
138,857686;-31,395606
139,517758;-31,778704
140,165398;-32,159964
140,799981;-32,539344
141,42088;-32,916803
142,027468;-33,292302
142,619119;-33,665799
143,195205;-34,037254
143,7551;-34,406625
144,298176;-34,773872
144,823809;-35,138955
145,33137;-35,501832
145,820233;-35,862463
146,289771;-36,220807
146,739357;-36,576824
147,168365;-36,930472
147,576168;-37,28171
147,962139;-37,630499
148,325652;-37,976797
148,666079;-38,320564
148,982794;-38,661759
149,275171;-39,00034
149,542582;-39,336268
149,7844;-39,669502
150;-40
150,273362;-40,490555
150,487171;-40,974875
150,642278;-41,452971
150,739531;-41,924856
150,779782;-42,390539
150,76388;-42,850032
150,692675;-43,303346
150,567018;-43,750493
150,387757;-44,191483
150,155745;-44,626328
149,871829;-45,055039
149,536862;-45,477627
149,151691;-45,894103
148,717168;-46,304478
148,234143;-46,708764
147,703465;-47,106972
147,125985;-47,499113
146,502553;-47,885197
145,834018;-48,265237
145,121231;-48,639244
144,365042;-49,007227
143,566301;-49,3692
142,725857;-49,725172
141,844561;-50,075156
140,923263;-50,419162
139,962814;-50,757201
138,964062;-51,089285
137,927858;-51,415424
136,855052;-51,735631
135,746494;-52,049915
134,603034;-52,358289
133,425523;-52,660763
132,21481;-52,957349
130,971744;-53,248058
129,697178;-53,5329
128,391959;-53,811888
127,056939;-54,085032
125,692967;-54,352343
124,300893;-54,613833
122,881568;-54,869513
121,435842;-55,119393
119,964564;-55,363486
118,468584;-55,601802
116,948753;-55,834352
115,405921;-56,061149
113,840937;-56,282201
112,254652;-56,497522
110,647915;-56,707122
109,021578;-56,911013
107,376489;-57,109204
105,713499;-57,301709
104,033457;-57,488537
102,337215;-57,6697
100,625621;-57,845209
98,899527;-58,015076
97,159781;-58,179311
95,407235;-58,337926
93,642737;-58,490932
91,867139;-58,638339
90,08129;-58,78016
88,28604;-58,916405
86,482239;-59,047085
84,670737;-59,172213
82,852385;-59,291798
81,028032;-59,405852
79,198528;-59,514386
77,364723;-59,617412
75,527468;-59,71494
73,687613;-59,806981
71,846007;-59,893548
70,0035;-59,974651
68,160943;-60,050301
66,319186;-60,120509
64,479078;-60,185286
62,641469;-60,244645
60,807211;-60,298595
58,977152;-60,347148
57,152143;-60,390316
55,333034;-60,428109
53,520674;-60,460538
51,715915;-60,487615
49,919605;-60,509351
48,132595;-60,525757
46,355735;-60,536845
44,589875;-60,542624
42,835865;-60,543107
41,094556;-60,538305
39,366796;-60,528229
37,653436;-60,51289
35,955327;-60,492299
34,273318;-60,466468
32,608259;-60,435407
30,961;-60,399127
29,332392;-60,357641
27,723284;-60,310959
26,134526;-60,259092
24,566969;-60,202051
23,021462;-60,139848
21,498856;-60,072494
20;-60
17,556225;-59,867799
15,180101;-59,721494
12,870946;-59,561227
10,628075;-59,38714
8,450806;-59,199376
6,338455;-58,998077
4,290339;-58,783387
2,305774;-58,555446
0,384077;-58,314399
-1,475435;-58,060386
-3,273446;-57,793552
-5,010639;-57,514037
-6,687697;-57,221986
-8,305303;-56,917539
-9,864142;-56,60084
-11,364896;-56,272031
-12,808249;-55,931255
-14,194884;-55,578653
-15,525484;-55,214369
-16,800733;-54,838546
-18,021314;-54,451324
-19,187911;-54,052847
-20,301206;-53,643258
-21,361884;-53,222699
-22,370627;-52,791312
-23,328119;-52,349239
-24,235043;-51,896624
-25,092082;-51,433609
-25,899921;-50,960336
-26,659242;-50,476947
-27,370728;-49,983586
-28,035064;-49,480394
-28,652931;-48,967514
-29,225015;-48,445089
-29,751997;-47,913261
-30,234561;-47,372172
-30,673392;-46,821965
-31,069171;-46,262782
-31,422583;-45,694767
-31,73431;-45,118061
-32,005037;-44,532806
-32,235446;-43,939146
-32,426221;-43,337223
-32,578045;-42,727179
-32,691601;-42,109156
-32,767573;-41,483298
-32,806645;-40,849746
-32,809499;-40,208644
-32,776819;-39,560133
-32,709288;-38,904356
-32,607589;-38,241456
-32,472407;-37,571574
-32,304423;-36,894854
-32,104323;-36,211438
-31,872788;-35,521469
-31,610503;-34,825088
-31,31815;-34,122439
-30,996414;-33,413663
-30,645976;-32,698904
-30,267522;-31,978303
-29,861733;-31,252004
-29,429294;-30,520148
-28,970888;-29,782878
-28,487197;-29,040338
-27,978907;-28,292668
-27,446698;-27,540011
-26,891257;-26,782511
-26,313264;-26,020309
-25,713405;-25,253549
-25,092361;-24,482371
-24,450818;-23,70692
-23,789457;-22,927337
-23,108962;-22,143765
-22,410017;-21,356346
-21,693305;-20,565223
-20,959509;-19,770538
-20,209313;-18,972434
-19,443399;-18,171053
-18,662452;-17,366537
-17,867155;-16,55903
-17,058191;-15,748674
-16,236243;-14,93561
-15,401995;-14,119983
-14,55613;-13,301933
-13,699331;-12,481603
-12,832283;-11,659137
-11,955667;-10,834676
-11,070168;-10,008363
-10,176468;-9,18034
-9,275252;-8,35075
-8,367202;-7,519735
-7,453002;-6,687439
-6,533336;-5,854002
-5,608885;-5,019568
-4,680335;-4,184279
-3,748368;-3,348278
-2,813668;-2,511707
-1,876918;-1,674709
-0,9388;-0,837426
